Price,Production_year,Mileage_km
0.19076915233065517,0.7391304347826093,0.4727260743774418
0.0378139299720007,0.4347826086956559,0.515907990699979
0.07180397938503502,0.4347826086956559,0.7133061666049242
0.06330646703177645,0.39130434782609314,0.5499989772704029
0.07605273556166431,0.3478260869565304,0.5454535123943464
0.14870646618202518,0.8695652173913118,0.05939786226786879
0.03611442750134898,0.2608695652173907,0.5659081043366008
0.26299800733335316,0.7826086956521721,0.12499801135911673
0.19926666468391377,0.6521739130434838,0.3825849604203646
0.06288159141411351,0.30434782608696764,0.431816890492933
0.08794925285622635,0.5217391304347814,0.4886352014436397
0.09984577015078835,0.4347826086956559,0.4431805526830743
0.14785671494669933,0.6086956521739211,0.5751990345432604
0.101970148239103,0.39130434782609314,0.6249991477253358
0.11467392920722458,0.5652173913043583,0.5727263016506856
0.059478337716633446,0.6086956521739211,0.4434669169702659
0.021243780883146456,0.21739130434782794,0.5761263093779759
0.018269651559505953,0.30434782608696764,0.863636053718304
0.2230596992730378,0.7391304347826093,0.2863620144591238
0.06330646703177645,0.3478260869565304,0.6409082747915337
0.06330646703177645,0.3478260869565304,0.8522723915281627
0.04631144232525928,0.3478260869565304,0.5710240250546025
0.07010447691438332,0.4347826086956559,0.6452264664237873
0.14828159056436227,0.8695652173913118,0.07470244250555116
0.14785671494669933,0.6086956521739211,0.3525303466598788
0.11896517294562015,0.4782608695652186,0.5272716528901202
0.1312865658578451,0.6086956521739211,0.584089963840827
0.023363910215284472,0.21739130434782794,0.515907990699979
0.03186567132471969,0.21739130434782794,0.6818174586760425
0.18906964986000346,0.6521739130434838,0.4877920177091312
0.18142188874207074,0.6521739130434838,0.48181700412955486
0.04036318367797827,0.3478260869565304,0.5454535123943464
0.06330646703177645,0.30434782608696764,0.5431807799563181
0.033565173795371404,0.21739130434782794,0.414771397207721
0.059057710855147154,0.4347826086956559,0.568180836774629
0.09729651644481077,0.4782608695652186,0.5863626962788553
0.07643512361756094,0.39130434782609314,0.5818172314027987
0.10409452632741764,0.39130434782609314,0.24545283057461498
0.05098507411955149,0.30434782608696764,0.5318171177661768
0.05778308400215836,0.39130434782609314,0.5377262221050503
0.05310945220786615,0.39130434782609314,0.5227261880140637
0.05948258647281008,0.3478260869565304,0.5875626990061341
0.10154527262144006,0.4347826086956559,0.643181007229562
0.19076915233065517,0.7391304347826093,0.44090782024504604
0.14233333191708125,0.6521739130434838,0.3068166064013782
0.08455024791492291,0.4782608695652186,0.515907990699979
0.0979083373342454,0.3478260869565304,0.34431669162884465
0.015720397853528377,0.3478260869565304,0.3590894524760284
0.03186567132471969,0.21739130434782794,0.5363625826422334
0.018694527177168886,0.2608695652173907,0.8207291380207683
0.19926666468391377,0.6956521739130466,0.40863501962504467
0.046736317942922205,0.30434782608696764,0.5363625826422334
0.10579402879806935,0.5652173913043583,0.465907877063357
0.04886069603123685,0.4347826086956559,0.6818174586760425
0.24132935083254373,0.6956521739130466,0.2568164927647563
0.027192039530427467,0.2608695652173907,0.5818172314027987
